Month,Year,Return,,,,,
7,1970,0.0742,,,,,
8,1970,0.0452,,,,,
9,1970,0.0321,,,,,
10,1970,-0.0144,,,,,
11,1970,0.0453,,,,,
12,1970,0.0544,,,,,
1,1971,0.0407,,,,,
2,1971,0.0118,,,,,
3,1971,0.0369,,,,,
4,1971,0.0363,,,,,
5,1971,-0.0438,,,,,
6,1971,-0.0017,,,,,
7,1971,-0.0411,,,,,
8,1971,0.0362,,,,,
9,1971,-0.0068,,,,,
10,1971,-0.0415,,,,,
11,1971,-0.0023,,,,,
12,1971,0.0863,,,,,
1,1972,0.0181,,,,,
2,1972,0.0192,,,,,
3,1972,0.0119,,,,,
4,1972,0.0043,,,,,
5,1972,0.0155,,,,,
6,1972,-0.0202,,,,,
7,1972,0.0023,,,,,
8,1972,0.0344,,,,,
9,1972,-0.0073,,,,,
10,1972,0.0093,,,,,
11,1972,0.0448,,,,,
12,1972,0.0100,,,,,
1,1973,-0.0195,,,,,
2,1973,-0.0419,,,,,
3,1973,-0.0083,,,,,
4,1973,-0.0450,,,,,
5,1973,-0.0209,,,,,
6,1973,-0.0108,,,,,
7,1973,0.0406,,,,,
8,1973,-0.0513,,,,,
9,1973,0.0381,,,,,
10,1973,-0.0075,,,,,
11,1973,-0.1171,,,,,
12,1973,0.0107,,,,,
1,1974,-0.0177,,,,,
2,1974,-0.0112,,,,,
3,1974,-0.0305,,,,,
4,1974,-0.0420,,,,,
5,1974,-0.0403,,,,,
6,1974,-0.0194,,,,,
7,1974,-0.0799,,,,,
8,1974,-0.0975,,,,,
9,1974,-0.1274,,,,,
10,1974,0.1586,,,,,
11,1974,-0.0583,,,,,
12,1974,-0.0234,,,,,
1,1975,0.1187,,,,,
2,1975,0.0578,,,,,
3,1975,0.0216,,,,,
4,1975,0.0470,,,,,
5,1975,0.0457,,,,,
6,1975,0.0399,,,,,
7,1975,-0.0731,,,,,
8,1975,-0.0212,,,,,
9,1975,-0.0382,,,,,
10,1975,0.0595,,,,,
11,1975,0.0207,,,,,
12,1975,-0.0135,,,,,
1,1976,0.1177,,,,,
2,1976,-0.0101,,,,,
3,1976,0.0319,,,,,
4,1976,-0.0097,,,,,
5,1976,-0.0165,,,,,
6,1976,0.0385,,,,,
7,1976,-0.0102,,,,,
8,1976,0.0183,,,,,
9,1976,-0.0052,,,,,
10,1976,-0.0241,,,,,
11,1976,-0.0079,,,,,
12,1976,0.0504,,,,,
1,1977,-0.0521,,,,,
2,1977,-0.0282,,,,,
3,1977,-0.0155,,,,,
4,1977,-0.0028,,,,,
5,1977,-0.0231,,,,,
6,1977,0.0439,,,,,
7,1977,-0.0174,,,,,
8,1977,-0.0221,,,,,
9,1977,-0.0019,,,,,
10,1977,-0.0441,,,,,
11,1977,0.0245,,,,,
12,1977,0.0021,,,,,
1,1978,-0.0633,,,,,
2,1978,-0.0249,,,,,
3,1978,0.0230,,,,,
4,1978,0.0815,,,,,
5,1978,-0.0009,,,,,
6,1978,-0.0210,,,,,
7,1978,0.0502,,,,,
8,1978,0.0238,,,,,
9,1978,-0.0122,,,,,
10,1978,-0.0956,,,,,
11,1978,0.0151,,,,,
12,1978,0.0133,,,,,
1,1979,0.0351,,,,,
2,1979,-0.0420,,,,,
3,1979,0.0490,,,,,
4,1979,-0.0039,,,,,
5,1979,-0.0329,,,,,
6,1979,0.0316,,,,,
7,1979,0.0021,,,,,
8,1979,0.0475,,,,,
9,1979,-0.0052,,,,,
10,1979,-0.0743,,,,,
11,1979,0.0362,,,,,
12,1979,0.0092,,,,,
1,1980,0.0471,,,,,
2,1980,-0.0128,,,,,
3,1980,-0.1099,,,,,
4,1980,0.0356,,,,,
5,1980,0.0409,,,,,
6,1980,0.0214,,,,,
7,1980,0.0682,,,,,
8,1980,0.0027,,,,,
9,1980,0.0207,,,,,
10,1980,0.0105,,,,,
11,1980,0.0948,,,,,
12,1980,-0.0392,,,,,
1,1981,-0.0507,,,,,
2,1981,0.0081,,,,,
3,1981,0.0330,,,,,
4,1981,-0.0250,,,,,
5,1981,-0.0044,,,,,
6,1981,-0.0152,,,,,
7,1981,-0.0090,,,,,
8,1981,-0.0651,,,,,
9,1981,-0.0586,,,,,
10,1981,0.0505,,,,,
11,1981,0.0367,,,,,
12,1981,-0.0288,,,,,
1,1982,-0.0161,,,,,
2,1982,-0.0589,,,,,
3,1982,-0.0052,,,,,
4,1982,0.0418,,,,,
5,1982,-0.0433,,,,,
6,1982,-0.0264,,,,,
7,1982,-0.0228,,,,,
8,1982,0.1190,,,,,
9,1982,0.0124,,,,,
10,1982,0.1106,,,,,
11,1982,0.0415,,,,,
12,1982,0.0224,,,,,
1,1983,0.0351,,,,,
2,1983,0.0219,,,,,
3,1983,0.0359,,,,,
4,1983,0.0711,,,,,
5,1983,-0.0128,,,,,
6,1983,0.0368,,,,,
7,1983,-0.0334,,,,,
8,1983,0.0119,,,,,
9,1983,0.0107,,,,,
10,1983,-0.0155,,,,,
11,1983,0.0180,,,,,
12,1983,-0.0082,,,,,
1,1984,-0.0124,,,,,
2,1984,-0.0399,,,,,
3,1984,0.0143,,,,,
4,1984,0.0054,,,,,
5,1984,-0.0574,,,,,
6,1984,0.0195,,,,,
7,1984,-0.0162,,,,,
8,1984,0.1072,,,,,
9,1984,-0.0027,,,,,
10,1984,-0.0001,,,,,
11,1984,-0.0132,,,,,
12,1984,0.0243,,,,,
1,1985,0.0759,,,,,
2,1985,0.0065,,,,,
3,1985,-0.0040,,,,,
4,1985,-0.0029,,,,,
5,1985,0.0557,,,,,
6,1985,0.0127,,,,,
7,1985,-0.0033,,,,,
8,1985,-0.0104,,,,,
9,1985,-0.0330,,,,,
10,1985,0.0423,,,,,
11,1985,0.0636,,,,,
12,1985,0.0435,,,,,
1,1986,0.0019,,,,,
2,1986,0.0766,,,,,
3,1986,0.0615,,,,,
4,1986,-0.0077,,,,,
5,1986,0.0502,,,,,
6,1986,0.0131,,,,,
7,1986,-0.0568,,,,,
8,1986,0.0731,,,,,
9,1986,-0.0861,,,,,
10,1986,0.0558,,,,,
11,1986,0.0224,,,,,
12,1986,-0.0290,,,,,
1,1987,0.1285,,,,,
2,1987,0.0357,,,,,
3,1987,0.0252,,,,,
4,1987,-0.0134,,,,,
5,1987,0.0058,,,,,
6,1987,0.0457,,,,,
7,1987,0.0478,,,,,
8,1987,0.0327,,,,,
9,1987,-0.0254,,,,,
10,1987,-0.2174,,,,,
11,1987,-0.0856,,,,,
12,1987,0.0742,,,,,
1,1988,0.0305,,,,,
2,1988,0.0529,,,,,
3,1988,-0.0334,,,,,
4,1988,0.0062,,,,,
5,1988,0.0049,,,,,
6,1988,0.0415,,,,,
7,1988,-0.0070,,,,,
8,1988,-0.0389,,,,,
9,1988,0.0382,,,,,
10,1988,0.0244,,,,,
11,1988,-0.0175,,,,,
12,1988,0.0054,,,,,
1,1989,0.0780,,,,,
2,1989,-0.0281,,,,,
3,1989,0.0183,,,,,
4,1989,0.0428,,,,,
5,1989,0.0369,,,,,
6,1989,-0.0089,,,,,
7,1989,0.0868,,,,,
8,1989,0.0195,,,,,
9,1989,-0.0015,,,,,
10,1989,-0.0327,,,,,
11,1989,0.0163,,,,,
12,1989,0.0389,,,,,
1,1990,-0.0921,,,,,
2,1990,0.0089,,,,,
3,1990,0.0182,,,,,
4,1990,-0.0238,,,,,
5,1990,0.0958,,,,,
6,1990,-0.0087,,,,,
7,1990,-0.0120,,,,,
8,1990,-0.0980,,,,,
9,1990,-0.0274,,,,,
10,1990,-0.0392,,,,,
11,1990,0.0623,,,,,
12,1990,0.0240,,,,,
1,1991,0.0397,,,,,
2,1991,0.0707,,,,,
3,1991,0.0138,,,,,
4,1991,0.0104,,,,,
5,1991,0.0393,,,,,
6,1991,-0.0313,,,,,
7,1991,0.0263,,,,,
8,1991,0.0124,,,,,
9,1991,-0.0115,,,,,
10,1991,0.0120,,,,,
11,1991,-0.0283,,,,,
12,1991,0.0927,,,,,
1,1992,-0.0193,,,,,
2,1992,0.0108,,,,,
3,1992,-0.0230,,,,,
4,1992,0.0271,,,,,
5,1992,0.0078,,,,,
6,1992,-0.0226,,,,,
7,1992,0.0379,,,,,
8,1992,-0.0226,,,,,
9,1992,0.0096,,,,,
10,1992,0.0092,,,,,
11,1992,0.0209,,,,,
12,1992,0.0108,,,,,
1,1993,0.0136,,,,,
2,1993,-0.0001,,,,,
3,1993,0.0226,,,,,
4,1993,-0.0276,,,,,
5,1993,0.0323,,,,,
6,1993,-0.0059,,,,,
7,1993,-0.0006,,,,,
8,1993,0.0308,,,,,
9,1993,-0.0090,,,,,
10,1993,0.0195,,,,,
11,1993,-0.0151,,,,,
12,1993,0.0100,,,,,
1,1994,0.0340,,,,,
2,1994,-0.0298,,,,,
3,1994,-0.0462,,,,,
4,1994,0.0172,,,,,
5,1994,0.0093,,,,,
6,1994,-0.0272,,,,,
7,1994,0.0358,,,,,
8,1994,0.0303,,,,,
9,1994,-0.0264,,,,,
10,1994,0.0218,,,,,
11,1994,-0.0390,,,,,
12,1994,0.0125,,,,,
1,1995,0.0235,,,,,
2,1995,0.0362,,,,,
3,1995,0.0275,,,,,
4,1995,0.0247,,,,,
5,1995,0.0386,,,,,
6,1995,0.0212,,,,,
7,1995,0.0318,,,,,
8,1995,0.0005,,,,,
9,1995,0.0361,,,,,
10,1995,-0.0016,,,,,
11,1995,0.0425,,,,,
12,1995,0.0259,,,,,
1,1996,0.0207,,,,,
2,1996,0.0073,,,,,
3,1996,0.0192,,,,,
4,1996,-0.0019,,,,,
5,1996,0.0238,,,,,
6,1996,0.0099,,,,,
7,1996,-0.0536,,,,,
8,1996,0.0241,,,,,
9,1996,0.0485,,,,,
10,1996,0.0243,,,,,
11,1996,0.0716,,,,,
12,1996,-0.0217,,,,,
1,1997,0.0605,,,,,
2,1997,0.0059,,,,,
3,1997,-0.0417,,,,,
4,1997,0.0590,,,,,
5,1997,0.0585,,,,,
6,1997,0.0452,,,,,
7,1997,0.0782,,,,,
8,1997,-0.0289,,,,,
9,1997,0.0202,,,,,
10,1997,-0.0352,,,,,
11,1997,0.0662,,,,,
12,1997,-0.0037,,,,,
1,1998,0.0314,,,,,
2,1998,0.0480,,,,,
3,1998,0.0528,,,,,
4,1998,0.0088,,,,,
5,1998,-0.0194,,,,,
6,1998,0.0392,,,,,
7,1998,-0.0131,,,,,
8,1998,-0.1456,,,,,
9,1998,0.0634,,,,,
10,1998,0.0914,,,,,
11,1998,0.0470,,,,,
12,1998,0.0557,,,,,
1,1999,0.0345,,,,,
2,1999,-0.0277,,,,,
3,1999,0.0412,,,,,
4,1999,0.0318,,,,,
5,1999,-0.0299,,,,,
6,1999,0.0616,,,,,
7,1999,-0.0358,,,,,
8,1999,-0.0068,,,,,
9,1999,-0.0315,,,,,
10,1999,0.0545,,,,,
11,1999,0.0251,,,,,
12,1999,0.0564,,,,,
1,2000,-0.0530,,,,,
2,2000,-0.0230,,,,,
3,2000,0.0914,,,,,
4,2000,-0.0189,,,,,
5,2000,-0.0328,,,,,
6,2000,0.0187,,,,,
7,2000,-0.0185,,,,,
8,2000,0.0621,,,,,
9,2000,-0.0579,,,,,
10,2000,-0.0058,,,,,
11,2000,-0.0804,,,,,
12,2000,-0.0255,,,,,
1,2001,0.0593,,,,,
2,2001,-0.0932,,,,,
3,2001,-0.0755,,,,,
4,2001,0.0895,,,,,
5,2001,0.0016,,,,,
6,2001,-0.0168,,,,,
7,2001,-0.0180,,,,,
8,2001,-0.0626,,,,,
9,2001,-0.0865,,,,,
10,2001,0.0243,,,,,
11,2001,0.0773,,,,,
12,2001,0.0093,,,,,
1,2002,-0.0163,,,,,
2,2002,-0.0209,,,,,
3,2002,0.0339,,,,,
4,2002,-0.0641,,,,,
5,2002,-0.0085,,,,,
6,2002,-0.0916,,,,,
7,2002,-0.0599,,,,,
8,2002,-0.0379,,,,,
9,2002,-0.0716,,,,,
10,2002,0.0856,,,,,
11,2002,0.0551,,,,,
12,2002,-0.0585,,,,,
1,2003,-0.0305,,,,,
2,2003,-0.0204,,,,,
3,2003,0.0081,,,,,
4,2003,0.0865,,,,,
5,2003,0.0582,,,,,
6,2003,0.0080,,,,,
7,2003,0.0143,,,,,
8,2003,0.0292,,,,,
9,2003,-0.0273,,,,,
10,2003,0.0577,,,,,
11,2003,0.0197,,,,,
12,2003,0.0379,,,,,
1,2004,0.0177,,,,,
2,2004,0.0178,,,,,
3,2004,-0.0266,,,,,
4,2004,-0.0173,,,,,
5,2004,0.0099,,,,,
6,2004,0.0152,,,,,
7,2004,-0.0298,,,,,
8,2004,-0.0009,,,,,
9,2004,0.0076,,,,,
10,2004,0.0102,,,,,
11,2004,0.0353,,,,,
12,2004,0.0340,,,,,
1,2005,-0.0239,,,,,
2,2005,0.0168,,,,,
3,2005,-0.0213,,,,,
4,2005,-0.0175,,,,,
5,2005,0.0276,,,,,
6,2005,0.0009,,,,,
7,2005,0.0318,,,,,
8,2005,-0.0161,,,,,
9,2005,-0.0056,,,,,
10,2005,-0.0182,,,,,
11,2005,0.0431,,,,,
12,2005,0.0168,,,,,
1,2006,0.0038,,,,,
2,2006,0.0022,,,,,
3,2006,0.0109,,,,,
4,2006,0.0042,,,,,
5,2006,-0.0277,,,,,
6,2006,-0.0011,,,,,
7,2006,0.0007,,,,,
8,2006,0.0193,,,,,
9,2006,0.0274,,,,,
10,2006,0.0407,,,,,
11,2006,0.0185,,,,,
12,2006,0.0075,,,,,
1,2007,0.0145,,,,,
2,2007,-0.0233,,,,,
3,2007,0.0086,,,,,
4,2007,0.0385,,,,,
5,2007,0.0306,,,,,
6,2007,-0.0084,,,,,
7,2007,-0.0430,,,,,
8,2007,0.0147,,,,,
9,2007,0.0468,,,,,
10,2007,-0.0005,,,,,
11,2007,-0.0493,,,,,
12,2007,-0.0098,,,,,
1,2008,-0.0632,,,,,
2,2008,-0.0348,,,,,
3,2008,-0.0079,,,,,
4,2008,0.0463,,,,,
5,2008,-0.0035,,,,,
6,2008,-0.0842,,,,,
7,2008,-0.0154,,,,,
8,2008,0.0119,,,,,
9,2008,-0.0862,,,,,
10,2008,-0.1607,,,,,
11,2008,-0.1393,,,,,
12,2008,0.1189,,,,,
1,2009,-0.0871,,,,,
2,2009,-0.1508,,,,,
3,2009,0.1419,,,,,
4,2009,0.0946,,,,,
5,2009,0.0816,,,,,
6,2009,-0.0313,,,,,
7,2009,0.0760,,,,,
8,2009,0.0326,,,,,
9,2009,0.0353,,,,,
10,2009,-0.0152,,,,,
11,2009,0.0497,,,,,
12,2009,0.0188,,,,,
1,2010,-0.0228,,,,,
2,2010,0.0278,,,,,
3,2010,0.0493,,,,,
4,2010,0.0156,,,,,
5,2010,-0.0951,,,,,
6,2010,-0.0354,,,,,
7,2010,0.0916,,,,,
8,2010,-0.0671,,,,,
9,2010,0.0875,,,,,
10,2010,0.0354,,,,,
11,2010,-0.0033,,,,,
12,2010,0.0626,,,,,
1,2011,0.0204,,,,,
2,2011,0.0309,,,,,
3,2011,-0.0048,,,,,
4,2011,0.0230,,,,,
5,2011,-0.0127,,,,,
6,2011,-0.0167,,,,,
7,2011,-0.0269,,,,,
8,2011,-0.0534,,,,,
9,2011,-0.0723,,,,,
10,2011,0.1085,,,,,
11,2011,-0.0040,,,,,
12,2011,0.0256,,,,,
1,2012,0.0261,,,,,
2,2012,0.0410,,,,,
3,2012,0.0386,,,,,
4,2012,-0.0154,,,,,
5,2012,-0.0582,,,,,
6,2012,0.0447,,,,,
7,2012,0.0110,,,,,
8,2012,0.0166,,,,,
9,2012,0.0237,,,,,
10,2012,-0.0237,,,,,
11,2012,0.0075,,,,,
12,2012,0.0092,,,,,
1,2013,0.0497,,,,,
2,2013,0.0081,,,,,
3,2013,0.0358,,,,,
4,2013,0.0259,,,,,
5,2013,0.0230,,,,,
6,2013,-0.0103,,,,,
7,2013,0.0431,,,,,
8,2013,-0.0313,,,,,
9,2013,0.0310,,,,,
10,2013,0.0454,,,,,
11,2013,0.0286,,,,,
12,2013,0.0226,,,,,
1,2014,-0.0369,,,,,
2,2014,0.0446,,,,,
3,2014,0.0063,,,,,
4,2014,0.0055,,,,,
5,2014,0.0215,,,,,
6,2014,0.0193,,,,,
7,2014,-0.0149,,,,,
8,2014,0.0402,,,,,
9,2014,-0.0141,,,,,
10,2014,0.0246,,,,,
11,2014,0.0288,,,,,
12,2014,0.0006,,,,,
1,2015,-0.0237,,,,,
2,2015,0.0551,,,,,
3,2015,-0.0190,,,,,
4,2015,0.0089,,,,,
5,2015,0.0094,,,,,
6,2015,-0.0223,,,,,
7,2015,0.0194,,,,,
8,2015,-0.0602,,,,,
9,2015,-0.0226,,,,,
10,2015,0.0831,,,,,
11,2015,0.0020,,,,,
12,2015,-0.0149,,,,,
1,2016,-0.0497,,,,,
2,2016,0.0002,,,,,
3,2016,0.0653,,,,,
4,2016,0.0006,,,,,
5,2016,0.0152,,,,,
6,2016,-0.0003,,,,,
7,2016,0.0369,,,,,
8,2016,-0.0005,,,,,
9,2016,-0.0017,,,,,
10,2016,-0.0208,,,,,
11,2016,0.0356,,,,,
12,2016,0.0166,,,,,
1,2017,0.0148,,,,,
2,2017,0.0389,,,,,
3,2017,0.0020,,,,,
4,2017,0.0090,,,,,
5,2017,0.0144,,,,,
6,2017,0.0053,,,,,
7,2017,0.0197,,,,,
8,2017,-0.0006,,,,,
9,2017,0.0160,,,,,
10,2017,0.0226,,,,,
11,2017,0.0276,,,,,
12,2017,0.0088,,,,,
1,2018,0.0531,,,,,
2,2018,-0.0387,,,,,
3,2018,-0.0259,,,,,
4,2018,0.0020,,,,,
5,2018,0.0213,,,,,
6,2018,0.0042,,,,,
7,2018,0.0353,,,,,
8,2018,0.0314,,,,,
9,2018,0.0052,,,,,
10,2018,-0.0712,,,,,
11,2018,0.0205,,,,,
12,2018,-0.0902,,,,,
1,2019,0.0803,,,,,
2,2019,0.0303,,,,,
3,2019,0.0153,,,,,
4,2019,0.0372,,,,,
5,2019,-0.0643,,,,,
6,2019,0.0695,,,,,
7,2019,0.0117,,,,,
8,2019,-0.0166,,,,,
9,2019,0.0175,,,,,
10,2019,0.0191,,,,,
11,2019,0.0339,,,,,
12,2019,0.0277,,,,,
1,2020,-0.0018,,,,,
2,2020,-0.0831,,,,,
3,2020,-0.1198,,,,,
4,2020,0.1294,,,,,